Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Phone,Address,Password,Fee_Status,Borrowed_Books,Exam_Schedule,Timetable,Courses_Enrolled,Course_Materials,CGPA_Progress,Notifications
S2254,Ahmed,Williams,student1254@university.com,Female,21,Mathematics,84.77,45.4,70.15,62.17,68.17,96.8,75.95,68.115,D,11.5,Yes,Yes,Master's,Low,5,4.3,07021462961,"115 Oak Street, Liverpool",ahmed214,Paid,Operating Systems,"Final - 2026-11-20, Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",3.3,Fee due next week
S2255,Sara,Jones,student1255@university.com,Male,24,Business,87.06,66.52,69.47,81.44,99.17,4.0,62.14,68.32050000000001,D,11.0,No,No,High School,Medium,4,7.3,07367157787,"17 Main Road, Newcastle",sara820,Pending,"Computer Networks, Algorithms Design","Midterm - 2026-08-10, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",2.98,None
S2256,Emma,Williams,student1256@university.com,Female,20,Mathematics,62.95,93.4,74.47,61.16,61.59,56.900000000000006,88.36,77.31349999999999,C,14.0,No,Yes,High School,Medium,4,8.9,07112166365,"24 High Street, Sheffield",emma550,Pending,"Computer Networks, Calculus Vol 1, Algorithms Design","Practical - 2026-09-15, Final - 2026-11-20","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.09, 2.18, 3.31",Exam schedule released
S2257,John,Brown,student1257@university.com,Female,18,CS,67.2,68.05,57.22,69.39,61.1,10.5,56.57,58.527,F,15.5,No,No,Master's,High,1,4.6,07155973714,"1 Park Avenue, Bristol",john872,Paid,Operating Systems,"Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.55, 2.57",Assignment deadline tomorrow
S2258,Liam,Jones,student1258@university.com,Male,24,Engineering,99.52,90.98,79.78,92.83,85.77,68.0,61.41,77.9165,C,7.8,Yes,No,High School,Medium,3,7.9,07708272359,"9 Oak Street, Liverpool",liam889,Paid,"Software Engineering, Calculus Vol 1, Linear Algebra","Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials",3.91,"Exam schedule released, Library book due"
S2259,John,Williams,student1259@university.com,Male,19,Mathematics,68.71,59.63,70.14,86.95,58.98,0.8,83.8,70.6,C,10.8,No,Yes,PhD,Low,3,5.8,07096056730,"70 Park Avenue, Birmingham",john262,Paid,"Data Structures, Introduction to Python, Database Systems",Practical - 2026-09-15,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.05, 3.65, 2.05, 2.01",None
S2260,Omar,Brown,student1260@university.com,Female,18,Business,88.04,60.37,60.08,57.73,69.97,1.5,59.86,57.765,F,26.8,Yes,Yes,Master's,High,8,9.0,07306442121,"118 Station Road, Sheffield",omar400,Paid,Data Structures,"Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",2.93,"New course material uploaded, Fee due next week"
S2261,John,Smith,student1261@university.com,Male,20,Engineering,72.64,93.73,89.59,80.39,64.62,77.69999999999999,83.94,84.0445,B,19.2,No,Yes,High School,Low,6,8.4,07461476834,"63 Church Lane, Sheffield",john724,Paid,None,"Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.07, 3.2, 2.35, 3.46",None
S2262,Omar,Brown,student1262@university.com,Female,22,CS,89.67,65.55,83.66,81.43,58.44,7.4,98.85,78.831,C,11.7,Yes,No,PhD,Medium,6,5.2,07201654235,"106 Mill Road, Birmingham",omar641,Paid,"Linear Algebra, Operating Systems","Practical - 2026-09-15, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",3.65,"Fee due next week, Exam schedule released"
S2263,Omar,Davis,student1263@university.com,Female,22,Mathematics,88.45,87.39,63.62,54.53,78.99,30.5,91.57,74.088,C,28.6,Yes,Yes,Bachelor's,Medium,6,7.8,07677826596,"111 Mill Road, London",omar746,Pending,"Introduction to Python, Database Systems","Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",2.45,None
S2264,Emma,Jones,student1264@university.com,Male,20,Mathematics,83.39,54.2,90.86,73.29,68.68,95.8,58.0,70.8965,C,24.4,No,No,Bachelor's,Low,8,7.7,07089319925,"82 High Street, Sheffield",emma423,Pending,None,"Practical - 2026-09-15, Final - 2026-11-20","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.69, 2.95","New course material uploaded, Assignment deadline tomorrow"
S2265,John,Johnson,student1265@university.com,Male,23,Engineering,92.74,96.93,95.22,63.03,73.11,98.5,76.02,82.841,B,14.1,Yes,Yes,Master's,Low,5,7.8,07502727516,"128 Queen Street, Sheffield",john948,Pending,"Data Structures, Database Systems","Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials",3.22,None
S2266,Omar,Smith,student1266@university.com,Female,20,Mathematics,96.96,74.47,72.21,73.36,59.79,16.1,71.12,68.347,D,24.1,Yes,Yes,,High,3,4.4,07480727910,"21 Main Road, Liverpool",omar699,Paid,"Software Engineering, Introduction to Python","Midterm - 2026-08-10, Final - 2026-11-20","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",3.78,New course material uploaded
S2267,Maria,Williams,student1267@university.com,Female,24,Business,79.0,85.56,52.9,88.85,88.39,56.1,99.58,80.9045,B,19.9,No,No,PhD,Medium,1,8.0,07336829635,"4 Park Avenue, Bristol",maria486,Paid,"Introduction to Python, Statistics Fundamentals, Database Systems",Midterm - 2026-08-10,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",3.71,"Assignment deadline tomorrow, Library book due"
S2268,Ahmed,Jones,student1268@university.com,Female,19,Engineering,61.87,45.37,94.95,57.91,65.74,55.9,98.22,78.0645,C,22.1,Yes,Yes,Master's,Medium,8,5.3,07339055044,"147 Mill Road, Leeds",ahmed345,Pending,"Calculus Vol 1, Operating Systems, Introduction to Python","Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.93, 3.67","Attendance warning, Assignment deadline tomorrow"
S2269,Sara,Johnson,student1269@university.com,Female,21,Engineering,69.93,69.56,51.37,56.17,67.14,45.2,56.36,57.58399999999999,F,13.0,Yes,Yes,High School,High,10,7.0,07817766558,"141 Queen Street, Bristol",sara362,Paid,"Data Structures, Introduction to Python, Database Systems","Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.62, 2.7",Fee due next week
S2270,Sara,Brown,student1270@university.com,Male,24,Mathematics,87.92,94.06,42.91,63.47,62.61,92.5,95.44,73.875,C,10.2,Yes,Yes,Bachelor's,High,4,4.6,07685127652,"92 Queen Street, Bristol",sara306,Paid,None,"Practical - 2026-09-15, Final - 2026-11-20","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.83, 3.84, 2.99, 3.25",Fee due next week
S2271,Emma,Johnson,student1271@university.com,Female,24,CS,82.54,92.62,59.65,97.61,71.72,75.4,59.67,72.29,C,11.3,Yes,No,High School,Medium,3,6.8,07892866464,"145 Park Avenue, London",emma532,Paid,None,"Final - 2026-11-20, Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.21, 3.3, 3.87",None
S2272,John,Jones,student1272@university.com,Male,24,CS,58.89,42.81,83.62,87.39,73.18,76.5,65.97,71.369,C,7.1,No,No,PhD,High,8,8.5,07911110961,"67 Main Road, Bristol",john482,Paid,None,"Final - 2026-11-20, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.1, 2.16, 3.49, 2.82","New course material uploaded, Assignment deadline tomorrow"
S2273,John,Jones,student1273@university.com,Male,18,CS,52.56,58.22,95.4,50.97,76.48,27.0,67.67,69.5275,D,16.8,Yes,Yes,Master's,Medium,10,4.9,07798178904,"83 Park Avenue, Birmingham",john950,Paid,"Data Structures, Database Systems, Statistics Fundamentals",Practical - 2026-09-15,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",3.07,"Assignment deadline tomorrow, Attendance warning"
S2274,Omar,Davis,student1274@university.com,Female,18,CS,84.15,66.6,78.24,70.05,98.38,43.4,64.34,71.3675,C,15.2,Yes,No,Bachelor's,Medium,7,8.3,07633786137,"59 Oak Street, Manchester",omar906,Paid,"Calculus Vol 1, Computer Networks, Data Structures",Practical - 2026-09-15,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.77, 2.05, 3.09",None
S2275,Liam,Davis,student1275@university.com,Male,22,Engineering,62.55,50.34,97.11,62.87,95.23,48.7,92.66,81.015,B,5.1,No,No,PhD,High,8,6.2,07157660538,"103 Church Lane, Leeds",liam841,Paid,"Operating Systems, Linear Algebra, Introduction to Python","Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.42, 2.73, 3.14","New course material uploaded, Attendance warning"
S2276,Ali,Johnson,student1276@university.com,Male,24,Engineering,74.98,83.8,45.54,81.91,80.47,29.9,66.5,65.73349999999999,D,26.4,Yes,Yes,Bachelor's,High,2,5.6,07444463060,"6 High Street, Birmingham",ali978,Paid,"Operating Systems, Software Engineering","Final - 2026-11-20, Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.3, 3.36, 3.96, 2.77",Exam schedule released
S2277,Omar,Brown,student1277@university.com,Female,23,Mathematics,87.34,51.07,43.65,72.96,51.95,9.5,90.84,62.43900000000001,D,22.0,Yes,No,Bachelor's,High,8,4.3,07002589552,"127 Queen Street, Sheffield",omar148,Paid,"Statistics Fundamentals, Data Structures","Final - 2026-11-20, Practical - 2026-09-15","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.6, 3.54, 2.41",None
S2278,Ahmed,Johnson,student1278@university.com,Male,22,CS,78.13,60.8,76.25,98.22,80.61,12.6,99.72,81.5225,B,16.2,Yes,Yes,Master's,Medium,4,6.6,07963863960,"76 Church Lane, Leeds",ahmed731,Pending,None,Final - 2026-11-20,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.19, 3.47, 2.67, 2.58","Library book due, New course material uploaded"
S2279,Maria,Jones,student1279@university.com,Male,19,CS,54.17,79.8,97.97,60.95,54.48,18.1,92.04,79.57,C,29.2,No,No,Master's,High,2,5.0,07962626582,"59 Park Avenue, Sheffield",maria356,Pending,"Linear Algebra, Database Systems","Final - 2026-11-20, Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.9, 2.38, 2.92","Fee due next week, New course material uploaded"
S2280,Sara,Jones,student1280@university.com,Female,20,Mathematics,59.28,68.93,70.16,79.39,85.52,20.4,67.31,69.553,D,28.5,No,Yes,,Medium,4,8.7,07631281964,"89 Queen Street, Liverpool",sara206,Paid,None,"Practical - 2026-09-15, Final - 2026-11-20","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",3.6,None
S2281,Omar,Williams,student1281@university.com,Female,18,Mathematics,60.97,84.31,43.09,85.01,69.5,24.2,85.56,69.9985,D,7.4,Yes,No,,Low,8,5.2,07825311060,"128 Church Lane, London",omar527,Pending,"Linear Algebra, Statistics Fundamentals, Computer Networks","Final - 2026-11-20, Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.74, 2.28, 3.52",None
S2282,Ali,Davis,student1282@university.com,Female,24,Mathematics,62.89,97.67,53.27,91.28,91.88,25.5,76.7,75.133,C,20.4,No,No,,High,6,6.9,07920981960,"76 Queen Street, Newcastle",ali244,Paid,Computer Networks,"Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",2.08,"Attendance warning, Exam schedule released"
S2283,Ali,Williams,student1283@university.com,Female,19,Business,78.27,46.99,54.69,70.35,97.13,45.6,89.33,70.0655,C,25.4,No,Yes,,Medium,3,6.8,07275233438,"34 Church Lane, Liverpool",ali746,Pending,Algorithms Design,"Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.61, 2.13, 2.15",New course material uploaded
S2284,Omar,Smith,student1284@university.com,Female,22,Mathematics,75.2,82.57,60.27,84.35,70.86,51.0,57.65,67.03649999999999,D,9.3,Yes,Yes,High School,Medium,7,5.7,07364041209,"71 Queen Street, Birmingham",omar812,Paid,"Introduction to Python, Software Engineering, Operating Systems",Practical - 2026-09-15,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.66, 3.9",New course material uploaded
S2285,Emma,Jones,student1285@university.com,Female,22,Mathematics,60.16,53.82,42.62,65.16,73.03,30.9,81.91,61.923,D,8.2,Yes,No,,Medium,6,8.3,07117911244,"131 High Street, Sheffield",emma898,Pending,"Data Structures, Computer Networks",Midterm - 2026-08-10,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",2.51,Fee due next week
S2286,Sara,Williams,student1286@university.com,Female,18,Business,53.38,64.87,94.29,71.77,79.51,90.7,88.68,83.1585,B,11.5,No,Yes,High School,High,5,4.9,07211753617,"27 Oak Street, Liverpool",sara810,Pending,"Computer Networks, Calculus Vol 1, Operating Systems","Final - 2026-11-20, Practical - 2026-09-15","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.67, 2.72, 2.23",None
S2287,Emma,Johnson,student1287@university.com,Male,22,CS,58.57,41.97,70.93,94.78,59.86,55.3,88.06,73.41400000000002,C,12.0,Yes,Yes,Bachelor's,High,6,8.1,07061713665,"116 Main Road, London",emma890,Pending,"Operating Systems, Data Structures",Final - 2026-11-20,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",2.72,"Library book due, New course material uploaded"
S2288,Maria,Davis,student1288@university.com,Male,23,Engineering,99.22,48.15,80.26,97.5,96.37,78.7,98.18,84.9385,B,29.1,No,Yes,High School,Low,3,5.0,07722402990,"9 Queen Street, Sheffield",maria501,Paid,"Calculus Vol 1, Statistics Fundamentals, Introduction to Python","Practical - 2026-09-15, Final - 2026-11-20","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.61, 3.93, 3.6, 3.4","Assignment deadline tomorrow, Library book due"
S2289,Ali,Davis,student1289@university.com,Female,22,CS,73.43,59.19,44.03,85.94,71.65,92.4,52.92,60.438,D,24.5,No,Yes,Bachelor's,High,5,4.2,07155799802,"75 Park Avenue, Birmingham",ali566,Pending,"Database Systems, Software Engineering, Operating Systems",Practical - 2026-09-15,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.07, 2.16, 3.06, 3.9",None
S2290,Ali,Brown,student1290@university.com,Male,21,Engineering,93.37,60.52,43.25,68.72,58.34,16.299999999999997,67.29,57.0345,F,6.5,No,Yes,,Low,3,8.7,07841390808,"149 High Street, Manchester",ali282,Pending,"Data Structures, Algorithms Design, Database Systems","Final - 2026-11-20, Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.92, 3.37, 3.06, 2.81",None
S2291,Ahmed,Johnson,student1291@university.com,Male,20,Engineering,92.44,93.98,75.19,91.0,88.14,42.8,73.83,79.6475,C,24.7,Yes,No,High School,Low,2,7.2,07823513052,"98 Church Lane, Birmingham",ahmed372,Pending,"Data Structures, Statistics Fundamentals","Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.35, 2.21",None
S2292,Maria,Brown,student1292@university.com,Female,22,Mathematics,75.58,84.51,93.24,51.29,60.96,43.3,65.49,71.588,C,9.2,No,No,Bachelor's,Low,2,7.2,07312447315,"32 Park Avenue, Birmingham",maria111,Paid,None,Practical - 2026-09-15,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.43, 2.27",None
S2293,Ali,Williams,student1293@university.com,Male,21,Mathematics,85.33,98.33,71.71,55.14,57.18,35.4,65.49,68.083,D,13.9,Yes,No,,Low,2,5.3,07847768634,"109 Mill Road, Bristol",ali617,Pending,None,"Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.29, 2.98, 2.37","New course material uploaded, Fee due next week"
S2294,Maria,Smith,student1294@university.com,Female,19,Business,59.64,75.94,92.67,83.07,78.14,0.8999999999999999,58.81,72.521,C,13.0,Yes,Yes,Bachelor's,High,10,4.7,07234619942,"121 Oak Street, Birmingham",maria721,Paid,Calculus Vol 1,"Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.92, 2.51, 3.36",Assignment deadline tomorrow
S2295,Sara,Johnson,student1295@university.com,Male,22,CS,84.42,54.5,88.66,64.56,83.57,81.6,90.65,79.65599999999999,C,11.8,No,No,Master's,Low,4,7.5,07376769459,"73 Main Road, London",sara488,Paid,Introduction to Python,"Final - 2026-11-20, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",2.88,"Attendance warning, Assignment deadline tomorrow"
S2296,John,Johnson,student1296@university.com,Female,23,CS,63.62,59.66,44.55,97.57,78.48,11.2,95.4,71.75,C,12.7,Yes,Yes,Bachelor's,High,2,6.6,07196639551,"88 Mill Road, Newcastle",john267,Paid,"Linear Algebra, Algorithms Design, Calculus Vol 1",Midterm - 2026-08-10,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.52, 2.17, 3.19",Attendance warning
S2297,Ali,Johnson,student1297@university.com,Male,19,Engineering,91.6,59.19,52.12,71.8,82.83,99.5,54.12,62.1725,D,23.9,Yes,No,,High,4,5.6,07720849649,"145 Main Road, Bristol",ali673,Paid,None,"Final - 2026-11-20, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials",3.96,"Exam schedule released, Attendance warning"
S2298,Ahmed,Brown,student1298@university.com,Male,24,Mathematics,54.19,59.59,79.46,71.47,55.78,77.30000000000001,57.74,66.289,D,11.7,No,Yes,PhD,High,9,5.6,07856012562,"136 Church Lane, Leeds",ahmed780,Pending,"Algorithms Design, Operating Systems, Calculus Vol 1",Midterm - 2026-08-10,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.21, 3.64, 3.42, 3.45",Library book due
S2299,Sara,Williams,student1299@university.com,Male,22,Mathematics,88.66,80.38,66.61,83.9,73.8,58.0,61.42,70.0005,C,25.0,No,No,Master's,High,3,8.4,07531355251,"68 Mill Road, Liverpool",sara604,Pending,Algorithms Design,"Final - 2026-11-20, Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.34, 2.82, 2.62, 2.2",None
S2300,Omar,Johnson,student1300@university.com,Female,18,CS,55.0,71.85,57.44,88.38,67.85,15.5,75.45,68.58949999999999,D,7.3,Yes,No,High School,High,5,8.4,07050537953,"90 Main Road, Birmingham",omar158,Paid,None,Midterm - 2026-08-10,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",3.4,None
S2301,Maria,Johnson,student1301@university.com,Male,21,Business,94.06,63.13,65.12,73.78,98.67,51.5,89.56,76.12650000000001,C,19.9,Yes,No,Master's,Medium,2,5.4,07816493831,"58 Church Lane, Leeds",maria185,Paid,"Data Structures, Introduction to Python","Final - 2026-11-20, Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.24, 2.66, 3.94, 2.65","New course material uploaded, Assignment deadline tomorrow"
S2302,Omar,Davis,student1302@university.com,Male,21,Mathematics,65.21,48.95,66.71,60.7,52.48,26.1,53.57,55.749,F,26.6,No,Yes,,High,7,8.0,07849196655,"68 Church Lane, London",omar830,Paid,Computer Networks,Midterm - 2026-08-10,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.87, 3.75",Library book due
S2303,Emma,Smith,student1303@university.com,Female,18,Business,82.72,41.33,94.63,88.67,64.91,25.2,81.84,75.4605,C,7.0,No,Yes,Bachelor's,High,10,5.1,07330770461,"120 Oak Street, London",emma352,Paid,Software Engineering,Midterm - 2026-08-10,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.7, 2.35",Assignment deadline tomorrow
S2304,Sara,Davis,student1304@university.com,Female,20,CS,74.38,53.13,46.21,66.02,97.09,83.0,57.47,60.525,D,20.9,Yes,No,PhD,Low,5,8.0,07172959639,"107 High Street, Manchester",sara246,Paid,"Statistics Fundamentals, Computer Networks, Introduction to Python","Final - 2026-11-20, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.43, 2.86, 3.38, 2.52",None
S2305,Omar,Davis,student1305@university.com,Male,24,CS,68.32,46.45,56.78,58.76,99.17,38.1,98.57,71.3695,C,17.8,Yes,Yes,,Low,7,4.6,07040907426,"62 Mill Road, Sheffield",omar967,Pending,Algorithms Design,Final - 2026-11-20,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.33, 3.27, 3.2",Exam schedule released
S2306,Liam,Smith,student1306@university.com,Male,23,Business,82.27,87.13,72.25,81.58,91.25,45.1,94.94,83.231,B,13.3,No,No,Bachelor's,Low,3,7.8,07088050171,"62 Mill Road, Newcastle",liam203,Pending,"Software Engineering, Calculus Vol 1",Midterm - 2026-08-10,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.15, 2.83, 2.47, 2.97",Library book due
